"id","downpmt","pmttype","use","age","gender","default"
"12131",426.93,1,5,25,"Female",0
"12132",250,4,4,43,"Female",0
"12133",40,1,4,28,"Female",0
"12134",19,5,0,49,"Female",0
"12135",100,5,3,28,"Female",0
"12136",19,1,5,28,"Male",0
"12137",300,4,3,18,"Female",0
"12138",50,4,1,37,"Female",0
"12139",250,4,3,36,"Male",0
"12140",250,5,3,28,"Male",0
"12141",25,3,6,25,"Male",0
"12142",30,4,3,21,"Female",0
"12143",100,4,4,2,"Male",0
"12144",5,3,0,20,"Female",0
"12145",100,5,4,27,"Male",0
"12146",19,4,2,19,"Female",0
"12147",20,3,0,27,"Female",0
"12148",50,5,4,26,"Male",0
"12149",100,5,1,32,"Female",0
"12150",50,1,5,55,"Female",0
"12151",250,5,0,20,"Female",0
"12152",429,1,1,20,"Female",0
"12153",50,4,3,26,"Female",0
"12154",50,3,3,22,"Female",0
"12155",60,4,1,26,"Female",0
"12156",499,1,2,35,"Male",0
"12157",100,1,0,27,"Female",0
"12158",100,1,5,47,"Female",0
"12159",518.34,1,1,26,"Male",0
"12160",50,3,1,22,"Male",0
"12161",19,4,0,35,"Male",0
"12162",150,5,1,31,"Male",0
"12163",150,5,6,26,"Male",0
"12164",528.94,1,0,24,"Female",0
"12165",75,5,3,34,"Male",0
"12166",19,1,1,25,"Male",0
"12167",325,5,0,50,"Male",0
"12168",175,4,0,21,"Male",0
"12169",50,4,1,24,"Male",0
"12170",5,3,0,31,"Male",0
"12171",50,4,1,20,"Female",0
"12172",799,1,5,30,"Male",0
"12174",100,1,1,28,"Male",0
"12175",125,4,0,22,"Female",0
"12176",429,1,0,54,"Female",0
"12177",150,5,5,33,"Male",0
"12178",150,3,0,33,"Female",0
"12179",75,1,1,0,"Female",0
"12180",879,1,6,51,"Male",0
"12181",19,4,0,36,"Female",0
"12182",75,4,0,23,"Male",0
"12183",100,5,1,40,"Male",0
"12184",50,5,0,26,"Male",0
"12185",20,1,0,21,"Male",0
"12186",100,3,0,25,"Female",0
"12187",275,5,0,37,"Male",0
"12188",75,4,3,51,"Female",0
"12190",125,1,0,15,"Male",0
"12191",5,4,0,31,"Female",0
"12192",100,1,7,32,"Female",0
"12193",75,4,3,23,"Female",0
"12194",664,5,0,23,"Female",0
"12195",100,5,1,25,"Female",0
"12196",125,4,0,21,"Female",0
"12197",100,4,5,30,"Male",0
"12198",100,4,6,18,"Female",0
"12199",879,1,0,27,"Male",0
"12200",150,1,3,37,"Female",0
"12201",100,1,1,21,"Male",0
"12202",25,5,0,24,"Female",0
"12203",449,1,1,66,"Male",0
"12204",100,5,0,23,"Female",0
"12205",20,4,0,28,"Female",0
"12206",429,1,3,53,"Female",0
"12207",75,4,0,23,"Female",0
"12208",25,1,0,47,"Male",0
"12209",125,1,1,31,"Male",0
"12210",913,1,0,49,"Female",0
"12211",50,4,0,20,"Male",0
"12212",50,4,6,19,"Male",0
"12213",100,1,0,23,"Male",0
"12214",50,3,1,21,"Female",0
"12216",50,5,5,26,"Female",0
"12217",250,5,0,32,"Female",0
"12218",100,1,0,35,"Female",0
"12219",175,5,6,29,"Male",0
"12220",5,5,6,30,"Female",0
"12221",951.52,1,5,34,"Female",0
"12222",150,1,0,27,"Female",0
"12223",264.67,5,1,20,"Female",0
"12224",1275.19,1,0,0,"Female",0
"12225",150,4,0,35,"Male",0
"12226",100,5,1,17,"Female",0
"12227",529.34,4,0,31,"Female",0
"12228",50,3,0,52,"Female",0
"12229",40,3,3,22,"Female",0
"12230",100,3,0,31,"Male",0
"12231",100,4,1,29,"Male",0
"12232",698,1,0,34,"Male",0
"12233",50,4,6,22,"Male",0
"12234",100,3,0,28,"Female",0
"12235",200,4,0,35,"Male",0
"12236",150,5,1,23,"Female",0
"12237",869,1,0,26,"Male",0
"12238",500,5,0,30,"Male",0
"12239",50,4,7,43,"Male",0
"12240",150,4,0,24,"Female",0
"12241",1221.06,1,0,29,"Female",0
"12242",100,3,4,30,"Male",0
"12243",45,1,8,30,"Male",0
"12244",125,4,6,0,"Male",0
"12245",211.44,1,1,0,"Male",0
"12246",40,1,0,20,"Female",0
"12247",100,3,1,25,"Male",0
"12248",50,4,4,28,"Female",0
"12249",477.06,1,3,47,"Female",0
"12250",100,5,5,0,"Female",0
"12251",100,1,6,27,"Female",0
"12252",5,1,0,29,"Female",0
"12253",519.56,1,0,44,"Female",0
"12254",150,5,0,25,"Male",0
"12256",150,4,0,45,"Female",0
"12257",264.56,1,0,0,"Male",0
"12259",100,1,0,40,"Female",0
"12260",100,4,0,0,"Male",0
"12261",659,1,7,43,"Female",0
"12262",25,4,6,0,"Female",0
"12263",100,4,4,22,"Male",0
"12264",19,5,2,48,"Female",0
"12265",19,4,7,29,"Female",0
"12266",489,1,6,54,"Female",0
"12267",100,4,0,46,"Female",0
"12268",2095,1,0,29,"Female",0
"12269",75,3,6,26,"Male",0
"12270",5,4,1,20,"Female",0
"12271",100,5,0,27,"Female",0
"12272",38,3,0,27,"Male",0
"12273",100,3,3,26,"Male",0
"12274",100,4,1,20,"Female",0
"12275",100,1,3,22,"Female",0
"12276",369.94,1,0,46,"Male",0
"12277",100,3,6,69,"Male",0
"12278",100,3,0,25,"Male",0
"12279",125,5,1,0,"Female",0
"12280",75,3,0,50,"Male",0
"12281",1459.21,1,1,29,"Female",0
"12283",50,4,1,27,"Female",0
"12284",150,5,1,25,"Female",0
"12286",100,4,0,31,"Female",0
"12287",5,4,0,33,"Female",0
"12288",25,1,1,21,"Female",0
"12289",100,1,3,28,"Male",0
"12290",100,3,0,27,"Female",0
"12291",100,5,0,31,"Female",0
"12292",100,4,0,25,"Female",0
"12293",100,4,6,24,"Female",0
"12294",349,1,0,28,"Female",0
"12295",100,1,0,29,"Female",0
"12296",75,3,1,39,"Male",0
"12298",100,5,1,49,"Female",0
"12299",978,1,0,57,"Male",0
"12300",1328,1,0,51,"Male",0
"12301",200,5,0,37,"Female",0
"12302",100,4,1,52,"Female",0
"12303",25,4,1,29,"Female",0
"12304",30,5,1,0,"Female",0
"12305",26,5,6,55,"Female",0
"12306",249,1,1,0,"Male",0
"12308",5,4,1,33,"Female",0
"12309",75,3,1,0,"Female",0
"12310",75,4,0,0,"Female",0
"12311",5,4,1,32,"Female",0
"12312",25,4,0,31,"Female",0
"12313",1027.2,1,6,0,"Female",0
"12316",40,4,0,21,"Female",0
"12317",1047.99,1,6,0,"Female",0
"12318",100,4,3,32,"Female",0
"12319",5,5,0,28,"Male",0
"12320",749,1,1,25,"Male",0
"12321",19,4,5,28,"Male",0
"12322",250,3,1,20,"Male",0
"12323",149,1,0,44,"Female",0
"12324",0,5,4,41,"Female",0
"12325",5,4,4,31,"Female",0
"12327",150,4,4,24,"Female",0
"12328",190,4,0,34,"Female",0
"12329",150,3,0,39,"Male",0
"12330",150,5,1,33,"Female",0
"12331",150,4,3,39,"Female",0
"12332",150,5,0,23,"Female",0
"12333",528.94,1,0,43,"Female",0
"12334",250,5,7,38,"Male",0
"12335",40,1,5,21,"Male",0
"12336",150,5,0,44,"Male",0
"12337",50,3,8,23,"Male",0
"12338",150,4,3,19,"Female",0
"12339",407.94,4,6,36,"Male",0
"12340",150,4,6,45,"Male",0
"12341",35,1,0,61,"Male",0
"12342",150,4,0,37,"Male",0
"12343",75,4,6,57,"Male",0
"12344",250,5,5,25,"Female",0
"12345",596,5,6,3,"Male",0
"12346",200,1,0,36,"Female",0
"12347",50,5,3,31,"Female",0
"12348",50,1,3,20,"Male",0
"12350",19,4,3,29,"Male",0
"12351",637.99,1,0,31,"Male",0
"12352",524.45,1,6,43,"Male",0
"12353",75,4,1,29,"Male",0
"12354",400,5,0,15,"Male",0
"12355",50,4,0,41,"Male",0
"12357",5,5,0,0,"Female",0
"12358",100,3,6,0,"Female",0
"12359",100,3,0,24,"Female",0
"12360",150,5,1,28,"Female",0
"12362",879,1,0,26,"Female",0
"12363",599,4,8,25,"Female",0
"12364",150,3,3,25,"Female",0
"12365",879,1,0,17,"Female",0
"12366",150,1,1,46,"Female",0
"12367",15,3,0,30,"Male",0
"12368",20,5,3,24,"Male",0
"12369",449,1,7,29,"Female",0
"12370",1221.06,1,1,43,"Male",0
"12371",648.42,5,0,60,"Male",0
"12372",19,5,3,32,"Male",0
"12373",50,1,6,20,"Male",0
"12374",37,4,1,29,"Female",0
"12375",200,3,0,0,"Male",0
"12376",1221.06,1,0,0,"Male",0
"12377",5,4,0,26,"Female",0
"12378",175,4,0,33,"Female",0
"12379",175,1,0,53,"Male",0
"12381",100,4,0,42,"Female",0
"12382",100,4,0,24,"Female",0
"12384",101,4,0,41,"Male",0
"12385",19,4,4,44,"Female",0
"12386",1037.5,1,0,51,"Male",0
"12387",100,5,0,41,"Male",0
"12388",25,3,2,22,"Female",0
"12390",125,1,0,16,"Female",0
"12391",125,5,1,35,"Male",0
"12392",1494.25,1,0,0,"Male",0
"12394",75,1,0,23,"Female",0
"12395",150,4,0,21,"Female",0
"12396",39,1,6,44,"Male",0
"12397",25,4,6,26,"Female",0
"12398",100,1,1,26,"Male",0
"12399",75,4,0,33,"Female",0
"12400",30,1,1,27,"Female",0
"12402",50,4,1,18,"Male",0
"12403",30,4,0,16,"Male",0
"12405",75,1,4,41,"Male",0
"12407",175,3,1,23,"Female",0
"12408",19,3,4,40,"Female",0
"12409",75,5,0,28,"Female",0
"12410",33,5,6,44,"Male",0
"12412",212.93,1,0,36,"Female",0
"12413",747.93,1,0,24,"Male",0
"12414",212.93,1,0,36,"Female",0
"12415",100,3,0,34,"Female",0
"12416",400,5,0,20,"Female",0
"12417",738,1,0,38,"Female",0
"12418",60,5,3,4,"Male",0
"12420",38,1,0,25,"Male",0
"12421",50,5,2,32,"Female",0
"12422",100,5,0,26,"Female",0
"12423",20,1,3,33,"Male",0
"12425",50,1,0,52,"Female",0
"12426",60,1,0,51,"Female",0
"12427",19,5,0,38,"Female",0
"12429",100,5,0,37,"Male",0
"12430",244.5,4,1,35,"Female",0
"12431",80,1,0,2,"Male",0
"12432",250,5,6,26,"Male",0
"12433",498,1,0,4,"Female",0
"12434",100,4,0,31,"Female",0
"12435",5,3,0,65,"Female",0
"12437",10,5,7,20,"Male",0
"12438",5,4,6,2,"Female",0
"12439",150,1,6,23,"Female",0
"12440",100,3,3,26,"Female",0
"12443",244.5,1,7,58,"Female",0
"12444",175,1,0,67,"Female",0
"12445",19,4,1,25,"Female",0
"12446",50,4,6,49,"Male",0
"12447",19,4,5,34,"Female",0
"12448",100,5,0,15,"Female",0
"12449",489,1,6,29,"Male",0
"12450",250,5,6,30,"Male",0
"12451",325,5,0,47,"Male",0
"12452",499,1,1,25,"Female",0
"12453",150,1,0,31,"Female",0
"12454",200,1,4,43,"Male",0
"12455",125,4,3,28,"Female",0
"12456",249,1,0,63,"Male",0
"12457",44,5,0,41,"Male",0
"12458",1328,1,0,31,"Male",0
"12459",75,5,1,38,"Male",0
"12460",250,3,1,36,"Male",0
"12461",100,1,6,22,"Male",0
"12462",5,4,1,21,"Male",0
"12463",275,4,0,0,"Male",0
"12464",50,3,4,24,"Male",0
"12465",25,3,0,0,"Female",0
"12466",75,3,3,22,"Male",0
"12467",5,1,1,24,"Female",0
"12468",100,4,1,0,"Male",0
"12469",75,4,0,55,"Female",0
"12470",30,3,1,31,"Female",0
"12471",100,4,0,40,"Female",0
"12472",250,3,0,4,"Female",0
"12473",100,5,1,25,"Male",0
"12474",150,4,1,39,"Male",0
"12475",19,5,0,26,"Female",0
"12476",50,4,1,22,"Male",0
"12477",100,5,7,40,"Male",0
"12478",100,4,7,22,"Female",0
"12479",60,1,7,39,"Female",0
"12480",50,3,1,38,"Male",0
"12481",150,3,4,15,"Male",0
"12482",244.5,1,0,37,"Female",0
"12483",100,5,7,29,"Male",0
"12484",50,4,0,26,"Female",0
"12485",19,5,6,29,"Male",0
"12486",150,3,0,21,"Male",0
"12487",100,5,1,28,"Male",0
"12488",150,5,0,43,"Female",0
"12489",75,4,0,21,"Female",0
"12490",25,1,3,53,"Male",0
"12491",50,5,6,26,"Male",0
"12492",25,5,2,27,"Female",0
"12493",5980,1,0,3,"Female",0
"12494",1214.01,1,3,18,"Female",0
"12495",250,4,4,23,"Male",0
"12496",100,5,3,2,"Male",0
"12497",5,5,7,25,"Male",0
"12499",125,5,8,69,"Male",0
"12502",499,5,0,22,"Male",0
"12504",30,3,1,27,"Male",0
"12505",75,1,6,32,"Female",0
"12506",275,1,0,42,"Male",0
"12507",50,4,1,23,"Female",0
"12508",150,1,4,38,"Female",0
"12509",928,1,0,0,"Female",0
"12510",150,4,0,31,"Female",0
"12512",523.23,1,0,29,"Female",0
"12513",75,4,6,26,"Male",0
"12514",1549.35,1,0,49,"Male",0
"12515",38,4,1,39,"Female",0
"12516",250,4,4,2,"Male",0
"12517",150,4,1,32,"Male",0
"12518",1175.93,1,0,4,"Female",0
"12519",19,5,6,34,"Male",0
"12520",100,1,0,19,"Male",0
"12521",100,1,5,26,"Male",0
"12522",100,1,0,22,"Female",0
"12523",175,5,0,18,"Male",0
"12524",175,1,0,18,"Male",0
"12525",400,5,1,33,"Female",0
"12526",50,1,3,28,"Female",0
"12527",100,3,0,25,"Male",0
"12528",100,5,0,29,"Male",0
"12529",200,1,0,23,"Female",0
"12530",250,4,1,26,"Female",0
"12531",150,3,5,52,"Male",0
"12532",50,1,0,20,"Male",0
"12533",50,1,0,27,"Female",0
"12534",5,4,0,26,"Female",0
"12535",5,3,0,44,"Male",0
"12536",50,3,3,43,"Female",0
"12537",19,4,2,49,"Female",0
"12538",59,4,0,51,"Male",0
"12539",125,4,0,21,"Male",0
"12540",100,4,0,34,"Female",0
"12541",150,5,0,45,"Female",0
"12542",25,5,5,25,"Male",0
"12543",149,1,8,34,"Male",0
"12544",35,1,6,0,"Male",0
"12545",75,1,0,43,"Female",0
"12546",50,1,1,28,"Male",0
"12548",0,5,0,18,"Female",0
"12549",100,4,0,27,"Male",0
"12550",125,5,4,27,"Female",0
"12551",50,1,1,38,"Female",0
"12552",100,1,1,18,"Male",0
"12553",75,4,0,35,"Female",0
"12555",75,5,0,29,"Female",0
"12556",27,4,4,27,"Female",0
"12557",75,5,1,24,"Female",0
"12558",100,3,0,37,"Male",0
"12559",100,5,0,28,"Male",0
"12560",50,4,6,22,"Male",0
"12561",25,3,0,24,"Male",0
"12562",50,4,4,39,"Female",0
"12563",50,4,1,42,"Female",0
"12564",19,5,0,55,"Male",0
"12565",20,4,1,32,"Male",0
"12566",100,5,3,18,"Female",0
"12567",125,3,3,38,"Male",0
"12568",100,4,0,27,"Female",0
"12569",150,4,0,34,"Female",0
"12570",50,4,0,41,"Female",0
"12571",5,1,7,21,"Male",0
"12572",105,4,1,24,"Female",0
"12573",250,4,0,18,"Female",0
"12574",250,4,0,30,"Female",0
"12575",300,5,0,31,"Male",0
"12576",50,5,0,46,"Female",0
"12577",350,4,0,33,"Male",0
"12578",200,4,0,35,"Female",0
"12579",711.08,1,1,35,"Female",0
"12580",50,1,1,24,"Female",0
"12581",742.56,5,2,48,"Male",0
"12583",50,1,1,29,"Female",0
"12584",200,3,3,3,"Female",0
"12585",100,1,3,39,"Male",0
"12586",175,4,0,4,"Female",0
"12587",5,5,2,28,"Female",0
"12588",1381.12,1,0,33,"Male",0
"12589",150,1,4,40,"Female",0
"12591",150,4,1,32,"Female",0
"12592",100,5,6,26,"Male",0
"12593",50,5,3,25,"Female",0
"12594",175,5,0,30,"Female",0
"12595",50,5,5,36,"Female",0
"12596",20,5,2,37,"Male",0
"12597",20,4,7,24,"Male",0
"12598",19,4,5,31,"Female",0
"12599",200,5,0,38,"Female",0
"12600",100,4,3,41,"Female",0
"12601",1433.12,1,3,32,"Female",0
"12602",120,5,0,20,"Male",0
"12603",19,1,6,21,"Female",0
"12604",19,3,0,34,"Female",0
"12605",51,4,8,24,"Male",0
"12606",25,5,1,2,"Female",0
"12607",150,5,0,51,"Female",0
"12609",150,4,1,25,"Female",0
"12610",100,1,1,23,"Male",0
"12611",51,5,0,23,"Female",0
"12612",100,4,4,31,"Male",0
"12613",526.9,1,0,65,"Male",0
"12614",25,1,6,28,"Male",0
"12615",100,4,1,20,"Female",0
"12616",100,5,4,33,"Female",0
"12617",175,4,1,0,"Female",0
"12618",100,4,1,32,"Female",0
"12619",50,1,6,23,"Female",0
"12620",250,4,0,0,"Female",0
"12621",250,4,0,0,"Male",0
"12622",160,1,0,30,"Female",0
"12623",50,3,0,29,"Female",0
"12624",155,1,1,19,"Female",0
"12625",50,5,0,36,"Female",0
"12626",30,1,0,36,"Male",0
"12627",50,4,1,21,"Female",0
"12628",100,4,1,38,"Female",0
"12630",100,3,0,35,"Male",0
"12631",50,4,6,28,"Male",0
"12632",75,1,0,48,"Female",0
"12633",50,3,5,25,"Male",0
"12634",100,4,0,27,"Female",0
"12635",19,4,5,26,"Female",0
"12636",300,4,0,53,"Female",0
"12637",40,1,0,28,"Male",0
"12638",19,4,8,28,"Male",0
"12640",150,4,0,21,"Female",0
"12641",214.5,5,3,39,"Male",0
"12642",0,5,5,30,"Female",0
"12643",250,5,6,30,"Female",0
"12644",80,3,1,29,"Male",0
"12645",100,3,1,28,"Female",0
"12647",75,1,7,35,"Male",0
"12648",634.94,5,0,53,"Female",0
"12649",50,5,0,36,"Male",0
"12650",518.34,1,7,39,"Male",0
"12651",50,3,0,33,"Male",0
"12652",100,3,4,29,"Female",0
"12653",100,5,1,45,"Female",0
"12654",50,4,0,42,"Female",0
"12655",100,5,0,51,"Male",0
"12656",100,3,0,27,"Female",0
"12657",100,4,0,68,"Female",0
"12658",100,5,6,28,"Female",0
"12659",100,4,0,33,"Male",0
"12660",100,1,1,27,"Male",0
"12661",100,1,3,47,"Female",0
"12662",75,4,0,32,"Female",0
"12663",1651.9,1,0,0,"Male",0
"12664",38,4,0,37,"Female",0
"12665",100,1,0,0,"Male",0
"12666",1707.1,1,0,0,"Male",0
"12667",25,5,0,28,"Male",0
"12668",1459.21,1,0,0,"Male",0
"12669",25,5,5,31,"Male",0
"12671",5,4,6,24,"Female",0
"12672",50,4,0,19,"Female",0
"12673",375,1,0,33,"Female",0
"12674",44,4,1,43,"Female",0
"12675",75,5,0,21,"Female",0
"12677",1102.53,1,0,24,"Female",0
"12678",100,4,0,30,"Male",0
"12679",100,4,0,33,"Female",0
"12680",150,4,6,25,"Female",0
"12681",150,4,7,31,"Female",0
"12682",150,5,3,35,"Male",0
"12683",100,4,1,25,"Female",0
"12685",75,5,0,23,"Male",0
"12686",75,5,4,23,"Male",0
"12687",150,5,6,28,"Female",0
"12688",150,4,6,34,"Male",0
"12689",535.18,1,7,41,"Male",0
"12690",267.05,1,0,0,"Male",0
"12691",150,5,0,53,"Female",0
"12692",300,1,0,36,"Male",0
"12693",100,4,2,28,"Male",0
"12694",100,4,4,24,"Female",0
"12695",100,5,6,47,"Female",0
"12696",5,3,0,20,"Male",0
"12697",725,5,3,33,"Male",0
"12698",43,4,4,34,"Male",0
"12699",300,5,6,28,"Male",0
"12700",25,4,3,25,"Male",0
"12701",150,4,7,25,"Female",0
"12702",100,5,1,0,"Female",0
"12704",50,3,6,26,"Female",0
"12706",150,4,0,0,"Male",0
"12707",2051.34,1,0,50,"Male",0
"12708",100,3,6,35,"Female",0
"12709",487,5,4,31,"Female",0
"12710",275,1,0,47,"Female",0
"12711",40,4,0,63,"Male",0
"12712",19,5,0,22,"Female",0
"12713",75,3,1,27,"Female",0
"12717",200,4,6,25,"Female",0
"12719",1520.99,1,5,3,"Female",0
"12721",0,5,3,2,"Female",0
"12722",300,4,0,29,"Male",0
"12723",10,3,0,21,"Female",0
"12724",150,5,0,51,"Female",0
"12725",46,4,3,29,"Female",0
"12728",79,4,0,19,"Female",0
"12729",150,4,3,25,"Female",0
"12730",940.4,1,4,26,"Female",0
"12731",75,5,3,27,"Female",0
"12732",120,1,3,22,"Female",0
"12733",150,4,7,34,"Female",0
"12734",150,4,0,23,"Female",0
"12735",85,4,6,28,"Female",0
"12736",19,4,0,27,"Female",0
"12737",100,3,3,24,"Female",0
"12738",38,4,1,26,"Female",0
"12739",75,4,5,41,"Female",0
"12740",50,5,6,25,"Male",0
"12741",19,5,1,25,"Female",0
"12742",100,5,0,0,"Female",0
"12743",38,5,8,58,"Male",0
"12744",38,5,0,23,"Female",0
"12745",25,4,0,28,"Female",0
"12746",29,4,5,23,"Female",0
"12747",75,4,3,50,"Male",0
"12748",489,1,1,48,"Female",0
"12749",30,5,7,24,"Female",0
"12750",1,5,6,24,"Female",0
"12751",300,3,0,25,"Male",0
"12752",100,4,0,24,"Female",0
"12753",50,5,0,41,"Male",0
"12754",250,1,3,24,"Male",0
"12755",5,5,3,29,"Female",0
"12756",50,1,2,36,"Male",0
"12757",250,5,1,31,"Female",0
"12759",489,1,3,28,"Female",0
"12760",150,5,3,32,"Male",0
"12761",25,4,3,25,"Male",0
"12762",250,4,1,27,"Female",0
"12763",150,5,3,27,"Male",0
"12764",35,5,0,34,"Female",0
"12765",100,5,0,26,"Male",0
"12766",100,1,6,23,"Male",0
"12767",19,1,0,20,"Female",0
"12768",100,4,6,30,"Female",0
"12769",50,4,1,0,"Female",0
"12770",50,3,0,20,"Female",0
"12771",759,1,0,36,"Female",0
"12772",275,4,7,25,"Male",0
"12773",200,4,0,22,"Female",0
"12774",50,4,0,42,"Female",0
"12775",25,1,1,43,"Male",0
"12776",150,3,0,51,"Female",0
"12777",50,4,0,41,"Female",0
"12778",20,1,0,22,"Female",0
"12779",20,1,0,23,"Female",0
"12781",150,3,1,28,"Female",0
"12782",19,1,0,36,"Female",0
"12783",200,5,0,31,"Male",0
"12784",20,1,NA,32,"Male",0
"12786",20,5,1,47,"Male",0
"12787",210,1,0,39,"Male",0
"12788",300,5,0,4,"Female",0
"12789",100,5,0,32,"Female",0
"12790",75,1,0,43,"Female",0
"12791",50,4,0,35,"Female",0
"12792",175,4,0,27,"Male",0
"12793",249,1,0,37,"Male",0
"12794",1375,1,1,0,"Female",0
"12795",1125,1,0,0,"Male",0
"12796",798.99,1,1,0,"Male",0
"12797",75,4,7,27,"Male",0
"12799",299,1,6,0,"Male",0
"12800",40,3,1,26,"Female",0
"12801",75,4,6,35,"Male",0
"12802",19,5,2,28,"Male",0
"12804",30,3,1,29,"Female",0
"12805",50,3,0,0,"Female",0
"12806",517.12,1,0,32,"Female",0
"12808",1192.86,1,0,38,"Female",0
"12809",50,5,0,26,"Male",0
"12810",20,1,5,28,"Female",0
"12811",517.12,1,1,39,"Male",0
"12812",20,4,3,19,"Female",0
"12813",50,1,3,24,"Male",0
"12814",50,4,3,24,"Female",0
"12816",25,1,2,20,"Female",0
"12817",100,3,0,35,"Female",0
"12818",250,5,0,28,"Female",0
"12819",150,5,1,36,"Female",0
"12821",150,1,0,33,"Male",0
"12822",38,1,0,32,"Male",0
"12823",249,1,1,28,"Male",0
"12824",150,5,7,45,"Female",0
"12825",20,4,0,20,"Female",0
"12826",50,4,4,26,"Male",0
"12827",44,5,0,21,"Male",0
"12828",489,4,1,4,"Female",0
"12829",175,1,0,10,"Female",0
"12830",250,4,6,30,"Female",0
"12831",20,4,5,27,"Female",0
"12832",80,4,0,26,"Female",0
"12833",250,5,0,26,"Male",0
"12834",19,4,6,27,"Male",0
"12835",100,3,6,19,"Male",0
"12836",518.34,1,0,4,"Female",0
"12837",100,1,1,26,"Male",0
"12838",250,5,0,28,"Female",0
"12839",100,5,0,2,"Female",0
"12840",100,1,0,43,"Female",0
"12841",952.94,1,3,18,"Male",0
"12842",100,5,3,37,"Female",0
"12843",1164.94,1,1,54,"Female",0
"12844",100,4,3,23,"Female",0
"12845",444.14,1,0,17,"Male",0
"12846",1067.85,1,0,29,"Male",0
"12847",180,4,1,30,"Male",0
"12848",30,5,4,27,"Female",0
"12849",100,3,8,27,"Male",0
"12850",75,4,0,31,"Female",0
"12851",25,3,1,45,"Female",0
"12852",448.33,3,3,22,"Male",0
"12853",5,5,5,21,"Female",0
"12854",75,5,1,46,"Male",0
"12855",75,3,3,51,"Male",0
"12856",150,5,7,20,"Female",0
"12858",5,1,6,29,"Male",0
"12859",5,4,6,25,"Female",0
"12860",300,4,0,56,"Female",0
"12861",20,4,0,24,"Male",0
"12862",25,4,6,33,"Male",0
"12863",50,4,0,25,"Female",0
"12864",250,5,7,25,"Male",0
"12865",527.69,1,5,36,"Male",0
"12866",150,5,3,50,"Male",0
"12867",100,3,0,3,"Male",0
"12868",150,5,1,38,"Female",0
"12869",75,5,8,58,"Female",0
"12870",1303.9,1,1,30,"Female",0
"12871",175,5,7,2,"Male",0
"12872",924.26,1,8,35,"Female",0
"12873",100,3,4,44,"Female",0
"12874",5,5,0,43,"Male",0
"12875",20,5,4,25,"Female",0
"12876",1219.75,1,0,2,"Male",0
"12877",100,5,0,28,"Male",0
"12878",1326,1,4,44,"Male",0
"12879",50,4,1,24,"Female",0
"12880",955.19,1,5,37,"Male",0
"12881",50,5,0,20,"Female",0
"12882",20,3,0,34,"Male",0
"12883",20,3,6,36,"Male",0
"12884",75,5,3,46,"Male",0
"12885",100,4,8,39,"Male",0
"12887",1326,3,0,65,"Female",0
"12889",25,3,0,25,"Male",0
"12890",100,4,1,28,"Female",0
"12891",5,5,6,19,"Female",0
"12892",879,1,4,27,"Male",0
"12893",399,3,4,25,"Male",0
"12894",25,4,0,27,"Female",0
"12895",150,4,0,47,"Male",0
"12896",100,4,0,32,"Female",0
"12897",150,1,7,36,"Male",0
"12898",75,4,3,45,"Female",0
"12899",20,5,4,29,"Male",0
"12900",36,1,6,47,"Male",0
"12901",150,4,0,34,"Female",0
"12902",100,5,1,21,"Male",0
"12903",50,1,6,37,"Female",0
"12904",100,5,0,28,"Female",0
"12905",100,1,0,33,"Female",0
"12906",150,5,1,27,"Female",0
"12907",19,5,1,19,"Female",0
"12908",779,1,0,27,"Female",0
"12909",250,5,3,27,"Female",0
"12910",100,5,6,31,"Female",0
"12911",150,4,3,23,"Female",0
"12913",125,4,0,17,"Male",0
"12914",549.5,5,0,20,"Female",0
"12915",100,1,0,0,"Male",0
"12916",175,4,0,30,"Male",0
"12917",300,3,1,28,"Female",0
"12918",250,5,0,0,"Male",0
"12919",300,3,0,27,"Female",0
"12920",100,3,1,31,"Male",0
"12921",25,1,0,20,"Female",0
"12922",100,3,0,25,"Male",0
"12923",50,4,7,22,"Male",0
"12925",100,4,0,20,"Male",0
"12926",362.23,1,1,45,"Female",0
"12927",49.56,5,3,30,"Male",0
"12928",620.23,1,3,32,"Female",0
"12929",626.42,1,3,38,"Female",0
"12930",150,4,0,37,"Male",0
"12931",208.98,1,0,19,"Male",0
"12932",100,1,0,20,"Male",0
"12933",214.66,1,0,56,"Female",0
"12934",100,3,0,21,"Male",0
"12935",150,4,2,18,"Female",0
"12936",35,4,4,0,"Male",0
"12937",430.34,1,3,24,"Male",0
"12938",258.52,1,0,31,"Female",0
"12939",236.33,1,0,43,"Female",0
"12940",100,5,6,40,"Male",0
"12941",141.9,5,0,44,"Female",0
"12942",50,4,4,42,"Male",0
"12944",50,1,0,28,"Male",0
"12945",35,1,1,33,"Female",0
"12946",960.79,1,0,43,"Male",0
"12947",100,5,6,28,"Female",0
"12948",75,1,0,64,"Female",0
"12949",125,3,1,27,"Male",0
"12950",236.33,1,6,23,"Male",0
"12951",150,5,1,59,"Male",0
"12952",100,5,0,23,"Female",0
"12953",150,5,0,50,"Male",0
"12955",300,1,0,39,"Female",0
"12956",35,1,0,60,"Female",0
"12957",35,4,1,23,"Male",0
"12958",100,4,5,23,"Female",0
"12960",50,4,0,29,"Female",0
"12961",50,5,7,28,"Male",0
"12962",149,1,1,33,"Male",0
"12963",175,4,3,29,"Female",0
"12964",24,1,0,25,"Female",0
"12965",50,4,1,25,"Female",0
